,id,lang,pred,gold,F1,EM,rel,origin
44,453,es, Los Ángeles,Los Ángeles,1.0,1,birth_city,en
45,453,fr, Los Angeles,Los Angeles,1.0,1,birth_city,en
46,453,ar, نيويورك,لوس أنجلوس,0.0,0,birth_city,en
47,453,he, מחוזן,לוס אנג'לס,0.0,0,birth_city,en
48,453,ru, Сидней,Лос-Анджелес,0.0,0,birth_city,en
49,2808,en, London,London,1.0,1,birth_city,en
50,2808,it, Londra,Londra,1.0,1,birth_city,en
51,2808,es, Londres,Londres,1.0,1,birth_city,en
52,2808,fr, Hertfordshire,Londres,0.0,0,birth_city,en
53,2808,ar, تونت سف,لندن,0.0,0,birth_city,en
54,2808,he," פרokus, ברל",לונדון,0.0,0,birth_city,en
55,2808,ru, Лондон,Лондон,1.0,1,birth_city,en
56,12995,en, mixed martial arts,sambo,0.0,0,sport_type,ru
57,12995,it, tiro con l',Sambo,0.0,0,sport_type,ru
58,12995,es, hockey sobre hielo,sambo,0.0,0,sport_type,ru
59,12995,fr, MMA,sambo,0.0,0,sport_type,ru
60,12995,ar, كرة القدم,سامبو,0.0,0,sport_type,ru
61,12995,he, כדורסל,סמבו,0.0,0,sport_type,ru
62,12995,ru, дзюдо,самбо,0.0,0,sport_type,ru
63,440,en, New York,Los Angeles,0.0,0,birth_city,en
64,440,it, Chicago,Los Angeles,0.0,0,birth_city,en
65,440,es, Nueva York,Los Ángeles,0.0,0,birth_city,en
66,440,fr, Chicago,Los Angeles,0.0,0,birth_city,en
67,440,ar, يورك،>');,لوس أنجلوس,0.0,0,birth_city,en
68,440,he, זא口气כון,לוס אנג'לס,0.0,0,birth_city,en
69,440,ru, Чикаго,Лос-Анджелес,0.0,0,birth_city,en
70,1705,en, Washington,Los Angeles,0.0,0,birth_city,en
71,1705,it, New York City,Los Angeles,0.0,0,birth_city,en
72,1705,es, Los Ángeles,Los Ángeles,1.0,1,birth_city,en
73,1705,fr, Los Angeles,Los Angeles,1.0,1,birth_city,en
74,1705,ar, كولومبوه,لوس أنجلوس,0.0,0,birth_city,en
75,1705,he, ניו יורק,לוס אנג'לס,0.0,0,birth_city,en
76,1705,ru, Кливленд,Лос-Анджелес,0.0,0,birth_city,en
77,7362,en, 1872,2004,0.0,0,birth_year,es
78,7362,it, 1846,2004,0.0,0,birth_year,es
79,7362,es, 1876,2004,0.0,0,birth_year,es
80,7362,fr, 1913,2004,0.0,0,birth_year,es
81,7362,ar, 1846,2004,0.0,0,birth_year,es
82,7362,he, 1885,2004,0.0,0,birth_year,es
83,7362,ru, 1943,2004,0.0,0,birth_year,es
84,11126,en, Antarctica,Africa,0.0,0,geo_continent,
85,11126,it, Antartide,Africa,0.0,0,geo_continent,
86,11126,es, Antártida,África,0.0,0,geo_continent,
87,11126,fr, Pôle Sud,Afrique,0.0,0,geo_continent,
88,11126,ar, القارب_usb ا,إفريقيا,0.0,0,geo_continent,
89,11126,he, אנטארקטיקה,אפריקה,0.0,0,geo_continent,
90,11126,ru, Антарктида,Африка,0.0,0,geo_continent,
91,4441,en, Bristol,Toronto,0.0,0,birth_city,fr
92,4441,it, Oshkosh,Toronto,0.0,0,birth_city,fr
93,4441,es, Nueva York,Toronto,0.0,0,birth_city,fr
94,4441,fr, Columbia,Toronto,0.0,0,birth_city,fr
95,4441,ar, غويانگ،,تورونتو,0.0,0,birth_city,fr
96,4441,he, ליינקstreit,טורונטו,0.0,0,birth_city,fr
97,4441,ru, Белвер (С,Торонто,0.0,0,birth_city,fr
98,8411,en, 1915,1910,0.0,0,birth_year,en
99,8411,it, 1910,1910,1.0,1,birth_year,en
100,8411,es, 1890,1910,0.0,0,birth_year,en
101,8411,fr, 1879,1910,0.0,0,birth_year,en
102,8411,ar, 1847,1910,0.0,0,birth_year,en
103,8411,he, 1900,1910,0.0,0,birth_year,en
104,8411,ru, 1975,1910,0.0,0,birth_year,en
105,2354,en, Inveraray,London,0.0,0,birth_city,en
106,2354,it, Londra,Londra,1.0,1,birth_city,en
107,2354,es, Londres,Londres,1.0,1,birth_city,en
108,2354,fr, Londres,Londres,1.0,1,birth_city,en
109,2354,ar, اوبانodos في,لندن,0.0,0,birth_city,en
110,2354,he," ב,unsigned followed by NaN",לונדון,0.0,0,birth_city,en
111,2354,ru, Бристоль,Лондон,0.0,0,birth_city,en
112,6731,en, 1778,1778,1.0,1,birth_year,es
113,6731,it, 1795,1778,0.0,0,birth_year,es
114,6731,es, 1795,1778,0.0,0,birth_year,es
115,6731,fr, 1798,1778,0.0,0,birth_year,es
116,6731,ar, 1901,1778,0.0,0,birth_year,es
117,6731,he, 1955,1778,0.0,0,birth_year,es
118,6731,ru, 1941,1778,0.0,0,birth_year,es
119,11509,en, Ludwig Mies van der,Fazlur Khan,0.0,0,architect_by,
120,11509,it, Bruce Graham,Fazlur Khan,0.0,0,architect_by,
121,11509,es," Skidmore, Ow",Fazlur Khan,0.0,0,architect_by,
122,11509,fr, Graham Gund,Fazlur Khan,0.0,0,architect_by,
123,11509,ar, ميك جانس,فضل الرحمن خان,0.0,0,architect_by,
124,11509,he, קולשנה שמ,פלזור רהמן קהאן,0.0,0,architect_by,
125,11509,ru, Эдгаром Р,Фазлур Хан,0.0,0,architect_by,
126,3181,en, Denver,London,0.0,0,birth_city,en
127,3181,it, Nantucket,Londra,0.0,0,birth_city,en
128,3181,es, Los Ángeles,Londres,0.0,0,birth_city,en
129,3181,fr," Belleville, Illinois",Londres,0.0,0,birth_city,en
130,3181,ar, رودلند في,لندن,0.0,0,birth_city,en
131,3181,he, ס师事务所 ברונבר,לונדון,0.0,0,birth_city,en
132,3181,ru, Солт-Л,Лондон,0.0,0,birth_city,en
133,4001,en, New York,Cairo,0.0,0,birth_city,ar
134,4001,it, Kibbutz N,Il Cairo,0.0,0,birth_city,ar
135,4001,es, Holon,El Cairo,0.0,0,birth_city,ar
136,4001,fr, Ramat-Gan,Le Caire,0.0,0,birth_city,ar
137,4001,ar, لندن,القاهرة,0.0,0,birth_city,ar
138,4001,ru, Тампа,Каир,0.0,0,birth_city,ar
139,306,en, Bombay,Mumbai,0.0,0,birth_city,en
140,306,it, Bombay,Mumbai,0.0,0,birth_city,en
141,306,es, Calcuta,Bombay,0.0,0,birth_city,en
142,306,fr, Mumbai,Bombay,0.0,0,birth_city,en
143,306,ar, تابو باي,مومباي,0.0,0,birth_city,en
144,306,he,ifndef,מומבאי,0.0,0,birth_city,en
145,306,ru, Триполи,Мумбаи,0.0,0,birth_city,en
146,3405,en, Rochester,London,0.0,0,birth_city,en
147,3405,it, Buenos Aires,Londra,0.0,0,birth_city,en
148,3405,es, Melbourne,Londres,0.0,0,birth_city,en
149,3405,fr," Washington, D",Londres,0.0,0,birth_city,en
150,3405,ar, نيو يورك,لندن,0.0,0,birth_city,en
151,3405,he, אוסטרליה,לונדון,0.0,0,birth_city,en
152,3405,ru, Питтсбур,Лондон,0.0,0,birth_city,en
153,9365,en, 1986,1977,0.0,0,death_year,es
154,9365,it, 1986,1977,0.0,0,death_year,es
155,9365,es, 1979,1977,0.0,0,death_year,es
156,9365,fr, 1986,1977,0.0,0,death_year,es
157,9365,ar, 1931,1977,0.0,0,death_year,es
158,9365,he,טיין 19,1977,0.0,0,death_year,es
159,9365,ru, 1986,1977,0.0,0,death_year,es
160,8123,en, 1877,1872,0.0,0,birth_year,en
161,8123,it, 1875,1872,0.0,0,birth_year,en
162,8123,es, 1864,1872,0.0,0,birth_year,en
163,8123,fr, 1852,1872,0.0,0,birth_year,en
164,8123,ar, 1848,1872,0.0,0,birth_year,en
165,8123,he, 1900,1872,0.0,0,birth_year,en
166,8123,ru, 1928,1872,0.0,0,birth_year,en
167,9271,en, 2002,2015,0.0,0,death_year,en
168,9271,it, 1979,2015,0.0,0,death_year,en
169,9271,es, 1969,2015,0.0,0,death_year,en
170,9271,fr, 1987,2015,0.0,0,death_year,en
171,9271,ar, 1997,2015,0.0,0,death_year,en
172,9271,he,יז 194,2015,0.0,0,death_year,en
173,9271,ru, 1967,2015,0.0,0,death_year,en
174,10414,en, 2020,2023,0.0,0,death_year,he
175,10414,it, 1990,2023,0.0,0,death_year,he
176,10414,es, 2020,2023,0.0,0,death_year,he
177,10414,fr, 2020,2023,0.0,0,death_year,he
178,10414,ar, 1987,2023,0.0,0,death_year,he
179,10414,he, 1950,2023,0.0,0,death_year,he
180,10414,ru, 1992,2023,0.0,0,death_year,he
181,2057,en, London,London,1.0,1,birth_city,en
182,2057,it, Walsall,Londra,0.0,0,birth_city,en
183,2057,es, Hereford,Londres,0.0,0,birth_city,en
184,2057,fr, Tintern,Londres,0.0,0,birth_city,en
185,2057,ar, سلسلldre,لندن,0.0,0,birth_city,en
186,2057,he," מKHTML, והא",לונדון,0.0,0,birth_city,en
187,2057,ru, Лос-Ан,Лондон,0.0,0,birth_city,en
188,4069,en, Alexandria,Alexandria,1.0,1,birth_city,ar
189,4069,it, Jerusalena,Alessandria d'Egitto,0.0,0,birth_city,ar
190,4069,es," Jerusalén, en",Alejandría,0.0,0,birth_city,ar
191,4069,fr, Jaffa,Alexandrie,0.0,0,birth_city,ar
192,4069,ar, باكстаيره,الإسكندرية,0.0,0,birth_city,ar
193,4069,he, ניו יורק,אלכסנדריה,0.0,0,birth_city,ar
194,4069,ru, Тайбэй,Александрия,0.0,0,birth_city,ar
195,4852,en, Haifa,Makhachkala,0.0,0,birth_city,ru
196,4852,it, Edo (Now Tel,Machačkala,0.0,0,birth_city,ru
197,4852,es," Tel Aviv, Israel",Majachkalá,0.0,0,birth_city,ru
198,4852,fr, Tel Aviv,Makhatchkala,0.0,0,birth_city,ru
199,4852,ar, ميلبورن,محج قلعة,0.0,0,birth_city,ru
200,4852,he, סכום,מחצ'קלה,0.0,0,birth_city,ru
201,4852,ru, Кирин,Махачкала,0.0,0,birth_city,ru
202,11753,en, David Collins,John Nash,0.0,0,architect_by,
203,11753,it," John Nash, ma nel",John Nash,0.6666666666666666,0,architect_by,
204,11753,es, de piedra John Nash,John Nash,0.6666666666666666,0,architect_by,
205,11753,fr, Charles Barry,John Nash,0.0,0,architect_by,
206,11753,ar, سالم ع	View the,جون ناش,0.0,0,architect_by,
207,11753,he, צבי),ג'ון נאש,0.0,0,architect_by,
208,11753,ru, Джеймсом,"Нэш, Джон",0.0,0,architect_by,
209,4057,en, Alexandria,Alexandria,1.0,1,birth_city,ar
210,4057,it, Alessandria,Alessandria d'Egitto,0.6666666666666666,0,birth_city,ar
211,4057,es, Última de,Alejandría,0.0,0,birth_city,ar
212,4057,fr, Acre,Alexandrie,0.0,0,birth_city,ar
213,4057,ar, ري衿ي,الإسكندرية,0.0,0,birth_city,ar
214,4057,he, בוא	us,אלכסנדריה,0.0,0,birth_city,ar
215,4057,ru, Бостон,Александрия,0.0,0,birth_city,ar
216,7022,en, 1935,1968,0.0,0,birth_year,es
217,7022,it, 1946,1968,0.0,0,birth_year,es
218,7022,es, 1968,1968,1.0,1,birth_year,es
219,7022,fr, 1959,1968,0.0,0,birth_year,es
220,7022,ar, 1849,1968,0.0,0,birth_year,es
221,7022,he, 1908,1968,0.0,0,birth_year,es
222,7022,ru, 1973,1968,0.0,0,birth_year,es
223,8271,en, 1926,1967,0.0,0,birth_year,en
224,8271,it, 1909,1967,0.0,0,birth_year,en
225,8271,es, 1938,1967,0.0,0,birth_year,en
226,8271,fr, 1936,1967,0.0,0,birth_year,en
227,8271,ar, 1945,1967,0.0,0,birth_year,en
228,8271,he, 1903,1967,0.0,0,birth_year,en
229,8271,ru, 1948,1967,0.0,0,birth_year,en
230,12924,en, music,athletics,0.0,0,sport_type,he
231,12924,it, teatro,atletica leggera,0.0,0,sport_type,he
232,12924,es, fútbol,atletismo,0.0,0,sport_type,he
233,12924,fr, football,athlétisme,0.0,0,sport_type,he
234,12924,ar, كرة السلة,ألعاب القوى,0.0,0,sport_type,he
235,12924,he, כדורגל,אתלטיקה,0.0,0,sport_type,he
236,12924,ru, боксом,лёгкая атлетика,0.0,0,sport_type,he
237,12484,en, football,association football,0.6666666666666666,0,sport_type,es
238,12484,it, calcio,calcio,1.0,1,sport_type,es
239,12484,es, fútbol,fútbol,1.0,1,sport_type,es
240,12484,fr, football,football,1.0,1,sport_type,es
241,12484,ar, كرة القدم,كرة القدم,1.0,1,sport_type,es
242,12484,he, כדורסל,כדורגל,0.0,0,sport_type,es
243,12484,ru, футболом,футбол,0.0,0,sport_type,es
244,1992,en, Kiel,London,0.0,0,birth_city,en
245,1992,it, Hanover,Londra,0.0,0,birth_city,en
246,1992,es, Londres,Londres,1.0,1,birth_city,en
247,1992,fr, Londres,Londres,1.0,1,birth_city,en
248,1992,ar, هالند,لندن,0.0,0,birth_city,en
249,1992,he, בוסטון,לונדון,0.0,0,birth_city,en
250,1992,ru, Кейптаун,Лондон,0.0,0,birth_city,en
251,4772,en, Vancouver,Toronto,0.0,0,birth_city,fr
252,4772,it, Medicine Hat,Toronto,0.0,0,birth_city,fr
253,4772,es, Manzanillo,Toronto,0.0,0,birth_city,fr
254,4772,fr, Maple Ridge,Toronto,0.0,0,birth_city,fr
255,4772,ar, مونتгляون,تورونتو,0.0,0,birth_city,fr
256,4772,he, סteste ס-validator,טורונטו,0.0,0,birth_city,fr
257,4772,ru, Нью-Йор,Торонто,0.0,0,birth_city,fr
258,4690,en, New York,Toronto,0.0,0,birth_city,fr
259,4690,it, New York City,Toronto,0.0,0,birth_city,fr
260,4690,es," Columbus, Ohio",Toronto,0.0,0,birth_city,fr
261,4690,fr, San Diego,Toronto,0.0,0,birth_city,fr
262,4690,ar, رانكرول,تورونتو,0.0,0,birth_city,fr
263,4690,he, פלוסניה,טורונטו,0.0,0,birth_city,fr
264,4690,ru, Сиэтл,Торонто,0.0,0,birth_city,fr
265,11946,en, Louis XIV,Chares of Lindos,0.0,0,architect_by,
266,11946,it, Zurbarán,Carete di Lindo,0.0,0,architect_by,
267,11946,es," Salvador Allende, a",Cares de Lindos,0.0,0,architect_by,
268,11946,fr, François-René Agu,Charès de Lindos,0.0,0,architect_by,
269,11946,he, סvetica ביטד,כארס מלינדוס,0.0,0,architect_by,
270,11946,ru, Хуаном П,Харес (скульптор),0.0,0,architect_by,
271,7568,en, 1942,1942,1.0,1,birth_year,es
272,7568,it, 1953,1942,0.0,0,birth_year,es
273,7568,es, 1942,1942,1.0,1,birth_year,es
274,7568,fr, 1942,1942,1.0,1,birth_year,es
275,7568,ar, 1850,1942,0.0,0,birth_year,es
276,7568,he, 1948,1942,0.0,0,birth_year,es
277,7568,ru, 1967,1942,0.0,0,birth_year,es
278,905,en, Boston,Los Angeles,0.0,0,birth_city,en
279,905,it, Birmingham,Los Angeles,0.0,0,birth_city,en
280,905,es, Londres,Los Ángeles,0.0,0,birth_city,en
281,905,fr, New York,Los Angeles,0.0,0,birth_city,en
282,905,ar, لوس انجلوس,لوس أنجلوس,0.5,0,birth_city,en
283,905,he, ניו יורק,לוס אנג'לס,0.0,0,birth_city,en
284,905,ru, Балтимор,Лос-Анджелес,0.0,0,birth_city,en
285,2968,en, Mexico,Mexico City,0.6666666666666666,0,birth_city,es
286,2968,it, Monterrey,Città del Messico,0.0,0,birth_city,es
287,2968,es, Ciudad de México,Ciudad de México,1.0,1,birth_city,es
288,2968,fr, Monterrey,Mexico,0.0,0,birth_city,es
289,2968,ar, مونت GURLcitation,مدينة مكسيكو,0.0,0,birth_city,es
290,2968,he, בומבריץ',מקסיקו סיטי,0.0,0,birth_city,es
291,2968,ru, Лос-Ан,Мехико,0.0,0,birth_city,es
292,170,en, Baltimore,San Francisco,0.0,0,birth_city,en
293,170,it, Baltimore,San Francisco,0.0,0,birth_city,en
294,170,es, Baltimore,San Francisco,0.0,0,birth_city,en
295,170,fr, Baltimore,San Francisco,0.0,0,birth_city,en
296,170,ar, سراييل,سان فرانسيسكو,0.0,0,birth_city,en
297,170,he, יורק,סן פרנסיסקו,0.0,0,birth_city,en
298,170,ru, Нью-Йор,Сан-Франциско,0.0,0,birth_city,en
299,8740,en, 1958,1976,0.0,0,birth_year,en
300,8740,it, 1865,1976,0.0,0,birth_year,en
301,8740,es, 1912,1976,0.0,0,birth_year,en
302,8740,fr, 1940,1976,0.0,0,birth_year,en
303,8740,ar, 1846,1976,0.0,0,birth_year,en
304,8740,he, 1900,1976,0.0,0,birth_year,en
305,8740,ru, 1971,1976,0.0,0,birth_year,en
306,3734,en, Paisley,Glasgow,0.0,0,birth_city,en
307,3734,it, Glasgow,Glasgow,1.0,1,birth_city,en
308,3734,es, Glasgow,Glasgow,1.0,1,birth_city,en
309,3734,fr, Argyll,Glasgow,0.0,0,birth_city,en
310,3734,ar, تايفان,غلاسكو,0.0,0,birth_city,en
311,3734,he, ברונ等诸多。回答,גלאזגו,0.0,0,birth_city,en
312,3734,ru, Эдинбург,Глазго,0.0,0,birth_city,en
313,3996,en, Derry,Glasgow,0.0,0,birth_city,en
314,3996,it, Glasgow,Glasgow,1.0,1,birth_city,en
315,3996,es," Glasgow, Escocia",Glasgow,0.6666666666666666,0,birth_city,en
316,3996,fr, Dublin,Glasgow,0.0,0,birth_city,en
317,3996,ar, نيويورك,غلاسكو,0.0,0,birth_city,en
318,3996,he, לונדון,גלאזגו,0.0,0,birth_city,en
319,3996,ru, Торонто,Глазго,0.0,0,birth_city,en
320,4236,en, Hamilton,Toronto,0.0,0,birth_city,en
321,4236,it, Toronto,Toronto,1.0,1,birth_city,en
322,4236,es, Toronto,Toronto,1.0,1,birth_city,en
323,4236,fr, Hamilton,Toronto,0.0,0,birth_city,en
324,4236,ar, شيكاغو,تورونتو,0.0,0,birth_city,en
325,4236,he, איקוס vegas,טורונטו,0.0,0,birth_city,en
326,4236,ru, Нью-Йор,Торонто,0.0,0,birth_city,en
327,11176,en, Antarctica,Europe,0.0,0,geo_continent,
328,11176,it, Europa,Europa,1.0,1,geo_continent,
329,11176,es, Antártida,Europa,0.0,0,geo_continent,
330,11176,fr, Pacifique,Europe,0.0,0,geo_continent,
331,11176,ar, القمر,أوروبا,0.0,0,geo_continent,
332,11176,he, אנטארקטיקה,אירופה,0.0,0,geo_continent,
333,11176,ru, Европа,Европа,1.0,1,geo_continent,
334,4043,en, England,Glasgow,0.0,0,birth_city,en
335,4043,it, Glasgow,Glasgow,1.0,1,birth_city,en
336,4043,es, Nueva York,Glasgow,0.0,0,birth_city,en
337,4043,fr, Edmonton,Glasgow,0.0,0,birth_city,en
338,4043,ar, فلوريدا,غلاسكو,0.0,0,birth_city,en
339,4043,he, ניו יורק,גלאזגו,0.0,0,birth_city,en
340,4043,ru, Ноттингем,Глазго,0.0,0,birth_city,en
341,5755,en, 1983,1983,1.0,1,birth_year,en
342,5755,it, 1982,1983,0.0,0,birth_year,en
343,5755,es, 1983,1983,1.0,1,birth_year,en
344,5755,fr, 1983,1983,1.0,1,birth_year,en
345,5755,ar, 1839,1983,0.0,0,birth_year,en
346,5755,he, 1871,1983,0.0,0,birth_year,en
347,5755,ru, 1957,1983,0.0,0,birth_year,en
348,8536,en, 1914,1911,0.0,0,birth_year,en
349,8536,it, 1896,1911,0.0,0,birth_year,en
350,8536,es, 1886,1911,0.0,0,birth_year,en
351,8536,fr, 1897,1911,0.0,0,birth_year,en
352,8536,ar, 1864,1911,0.0,0,birth_year,en
353,8536,he, 1888,1911,0.0,0,birth_year,en
354,8536,ru, 1913,1911,0.0,0,birth_year,en
355,5941,en, 1970,1970,1.0,1,birth_year,en
356,5941,it, 1971,1970,0.0,0,birth_year,en
357,5941,es, 1970,1970,1.0,1,birth_year,en
358,5941,fr, 1970,1970,1.0,1,birth_year,en
359,5941,ar, 1867,1970,0.0,0,birth_year,en
360,5941,he, 1840,1970,0.0,0,birth_year,en
361,5941,ru, 1963,1970,0.0,0,birth_year,en
362,4271,en, Montreal,Toronto,0.0,0,birth_city,fr
363,4271,it, Vancouver,Toronto,0.0,0,birth_city,fr
364,4271,es," Toronto, Canadá",Toronto,0.6666666666666666,0,birth_city,fr
365,4271,fr, Milan,Toronto,0.0,0,birth_city,fr
366,4271,ar, نومبلا,تورونتو,0.0,0,birth_city,fr
367,4271,he, עילכון,טורונטו,0.0,0,birth_city,fr
368,4271,ru," Сарано,",Торонто,0.0,0,birth_city,fr
369,10734,en, 1994,1976,0.0,0,death_year,en
370,10734,it, 1971,1976,0.0,0,death_year,en
371,10734,es, 1987,1976,0.0,0,death_year,en
372,10734,fr, 1996,1976,0.0,0,death_year,en
373,10734,ar, 1956,1976,0.0,0,death_year,en
374,10734,he, 1943,1976,0.0,0,death_year,en
375,10734,ru, 1999,1976,0.0,0,death_year,en
376,3449,en, Abidjan,Abidjan,1.0,1,birth_city,fr
377,3449,it, Abidjan,Abidjan,1.0,1,birth_city,fr
378,3449,es, Abiyán,Abiyán,1.0,1,birth_city,fr
379,3449,fr, Abidjan,Abidjan,1.0,1,birth_city,fr
380,3449,ar, نيويورك,أبيدجان,0.0,0,birth_city,fr
381,3449,he," סודז, פ",אביג'אן,0.0,0,birth_city,fr
382,3449,ru, Уфале,Абиджан,0.0,0,birth_city,fr
383,11268,en, Asia,Asia,1.0,1,geo_continent,
384,11268,it, India,Asia,0.0,0,geo_continent,
385,11268,es, Antártida,Asia,0.0,0,geo_continent,
386,11268,fr, plateau de l'Himal,Asie,0.0,0,geo_continent,
387,11268,ar, القارة القطبية الجنوب,آسيا,0.0,0,geo_continent,
388,11268,he, אנטארקטיקה,אסיה,0.0,0,geo_continent,
389,11268,ru, Антарктида,Азия,0.0,0,geo_continent,
390,4763,en, Bedford,Toronto,0.0,0,birth_city,fr
391,4763,it, Glasgow,Toronto,0.0,0,birth_city,fr
392,4763,es, Nueva York,Toronto,0.0,0,birth_city,fr
393,4763,fr, New York,Toronto,0.0,0,birth_city,fr
394,4763,ar, نيو يورك,تورونتو,0.0,0,birth_city,fr
395,4763,he, ניו יורק,טורונטו,0.0,0,birth_city,fr
396,4763,ru, Лос-Ан,Торонто,0.0,0,birth_city,fr
397,3598,en, Caracas,Caracas,1.0,1,birth_city,es
398,3598,it, Caracas,Caracas,1.0,1,birth_city,es
399,3598,es, Caracas,Caracas,1.0,1,birth_city,es
400,3598,fr, Caracas,Caracas,1.0,1,birth_city,es
401,3598,ar, جزيرق,كاراكاس,0.0,0,birth_city,es
402,3598,he,飞跃(Double Impact),קראקס,0.0,0,birth_city,es
403,3598,ru, Лиссабон,Каракас,0.0,0,birth_city,es
404,11862,en, Jaime Gil de Bied,Jean-Baptiste Bethune,0.0,0,architect_by,
405,11862,it," Hans Kollhoff,",Jean-Baptiste Bethune,0.0,0,architect_by,
406,11862,es, Antonio Palacios y constr,Jean-Baptiste Bethune,0.0,0,architect_by,
407,11862,fr, Jacob van Yrk,Jean-Baptiste Bethune,0.0,0,architect_by,
408,11862,ar, مايكل شين,جان-بابتيست بيثيون,0.0,0,architect_by,
409,11854,en, Andrea Palladio,Baldassarre Longhena,0.0,0,architect_by,
410,11854,it, Renzo Piano,Baldassare Longhena,0.0,0,architect_by,
411,11854,es, Andrea Palladio,Baltasar Longhena,0.0,0,architect_by,
412,11854,fr, Andrea Palladio,Baldassare Longhena,0.0,0,architect_by,
413,11854,he, ווא,באלדאסארה לונגנה,0.0,0,architect_by,
414,11854,ru, Бернардо,Бальдассаре Лонгена,0.0,0,architect_by,
415,8725,en, 1962,1957,0.0,0,birth_year,fr
416,8725,it, 1969,1957,0.0,0,birth_year,fr
417,8725,es, 1958,1957,0.0,0,birth_year,fr
418,8725,fr, 1969,1957,0.0,0,birth_year,fr
419,8725,ar, 1853,1957,0.0,0,birth_year,fr
420,8725,he, 1910,1957,0.0,0,birth_year,fr
421,8725,ru, 1557,1957,0.0,0,birth_year,fr
422,5794,en, 1968,1975,0.0,0,birth_year,en
423,5794,it, 1870,1975,0.0,0,birth_year,en
424,5794,es, 1983,1975,0.0,0,birth_year,en
425,5794,fr, 1850,1975,0.0,0,birth_year,en
426,5794,ar, 1876,1975,0.0,0,birth_year,en
427,5794,he, 1881,1975,0.0,0,birth_year,en
428,5794,ru, 1958,1975,0.0,0,birth_year,en
429,2720,en, Southampton,London,0.0,0,birth_city,en
430,2720,it, Bristol,Londra,0.0,0,birth_city,en
431,2720,es, Chicago,Londres,0.0,0,birth_city,en
432,2720,fr, Trinity,Londres,0.0,0,birth_city,en
433,2720,ar, لندن,لندن,1.0,1,birth_city,en
434,2720,he," סיווג, א",לונדון,0.0,0,birth_city,en
435,2720,ru, Париж,Лондон,0.0,0,birth_city,en
436,4012,en, Hampstead,Cairo,0.0,0,birth_city,ar
437,4012,it, Liverpool,Il Cairo,0.0,0,birth_city,ar
438,4012,es, Cleveland,El Cairo,0.0,0,birth_city,ar
439,4012,fr, Galicia,Le Caire,0.0,0,birth_city,ar
440,4012,ar, بورود هان,القاهرة,0.0,0,birth_city,ar
441,4012,he, אוסטרליה,קהיר,0.0,0,birth_city,ar
442,4012,ru, Лондон,Каир,0.0,0,birth_city,ar
443,4959,en, Philadelphia,Toronto,0.0,0,birth_city,fr
444,4959,it, Chicago,Toronto,0.0,0,birth_city,fr
445,4959,es," Woodbine, Nueva",Toronto,0.0,0,birth_city,fr
