id,lang,pred,gold,F1,EM
1992,fr, Londres,Londres,1.0,1
1992,ar, لندن,لندن,1.0,1
1992,he, לוס אנ,לונדון,0.0,0
1992,ru, Лондон,Лондон,1.0,1
4772,en, London,Toronto,0.0,0
4772,it, New York,Toronto,0.0,0
4772,es, Nueva York,Toronto,0.0,0
4772,fr, New York,Toronto,0.0,0
4772,ar, لندن,تورونتو,0.0,0
4772,he, לוס אנ,טורונטו,0.0,0
4772,ru, Лос-Анд,Торонто,0.0,0
4690,en, New York,Toronto,0.0,0
4690,it, New York,Toronto,0.0,0
4690,es, Nueva York,Toronto,0.0,0
4690,fr, New York,Toronto,0.0,0
4690,ar, نيويورك,تورونتو,0.0,0
4690,he, לוס אנ,טורונטו,0.0,0
4690,ru, Лондон,Торонто,0.0,0
11946,en, Richard Rogers,Chares of Lindos,0.0,0
11946,it, Renzo Piano,Carete di Lindo,0.0,0
11946,es, romano Vitruvio,Cares de Lindos,0.0,0
11946,fr, grec Phidias,Charès de Lindos,0.0,0
11946,he, מרודו�,כארס מלינדוס,0.0,0
11946,ru, Сантьяго,Харес (скульптор),0.0,0
7568,en, 1946,1942,0.0,0
7568,it, 1946,1942,0.0,0
7568,es, 1946,1942,0.0,0
7568,fr, 1961,1942,0.0,0
7568,ar, 1784,1942,0.0,0
7568,he, 1784,1942,0.0,0
7568,ru, 1784,1942,0.0,0
905,en, New York,Los Angeles,0.0,0
905,it, New York,Los Angeles,0.0,0
905,es, Nueva York,Los Ángeles,0.0,0
905,fr, New York,Los Angeles,0.0,0
905,ar, لندن,لوس أنجلوس,0.0,0
905,he, לוס אנ,לוס אנג'לס,0.5,0
905,ru, Лос-Анд,Лос-Анджелес,0.0,0
2968,en, Mexico City,Mexico City,1.0,1
2968,it," Guadalajara, Jalisco, Mexico",Città del Messico,0.0,0
2968,es, México,Ciudad de México,0.5,0
2968,fr, Mexico,Mexico,1.0,1
2968,ar, نيويورك,مدينة مكسيكو,0.0,0
2968,he, לוס אנ,מקסיקו סיטי,0.0,0
2968,ru, Лондон,Мехико,0.0,0
170,en, New York,San Francisco,0.0,0
170,it, New York,San Francisco,0.0,0
170,es, Nueva York,San Francisco,0.0,0
170,fr, New York,San Francisco,0.0,0
170,ar, نيويورك,سان فرانسيسكو,0.0,0
170,he, לוס אנ,סן פרנסיסקו,0.0,0
170,ru, Лондон,Сан-Франциско,0.0,0
8740,en, 1784,1976,0.0,0
8740,it, 1784,1976,0.0,0
8740,es, 1784,1976,0.0,0
8740,fr, 1784,1976,0.0,0
8740,ar, 1942,1976,0.0,0
8740,he, 1784,1976,0.0,0
8740,ru, 1771,1976,0.0,0
3734,en, Edinburgh,Glasgow,0.0,0
3734,it, Glasgow,Glasgow,1.0,1
3734,es, Glasgow,Glasgow,1.0,1
3734,fr, Oxford,Glasgow,0.0,0
3734,ar, لندن,غلاسكو,0.0,0
3734,he, לוס אנ,גלאזגו,0.0,0
3734,ru, Лондон,Глазго,0.0,0
3996,en, New York,Glasgow,0.0,0
3996,it, New York,Glasgow,0.0,0
3996,es, Nueva York,Glasgow,0.0,0
3996,fr, New York,Glasgow,0.0,0
3996,ar, نيويورك,غلاسكو,0.0,0
3996,he, לוס אנ,גלאזגו,0.0,0
3996,ru, Лос-Анд,Глазго,0.0,0
4236,en, Los Angeles,Toronto,0.0,0
4236,it, Los Angeles,Toronto,0.0,0
4236,es, Nueva York,Toronto,0.0,0
4236,fr, New York,Toronto,0.0,0
4236,ar, لندن,تورونتو,0.0,0
4236,he, לוס אנ,טורונטו,0.0,0
4236,ru, Лондон,Торонто,0.0,0
11176,en, Antarctica,Europe,0.0,0
11176,it, Antartide,Europa,0.0,0
11176,es, Antártida,Europa,0.0,0
11176,fr, Antarctique,Europe,0.0,0
11176,ar, القارة القطبية الجنوبية,أوروبا,0.0,0
11176,he, אנטאר,אירופה,0.0,0
11176,ru, Антаркти,Европа,0.0,0
4043,en, New York,Glasgow,0.0,0
4043,it, New York,Glasgow,0.0,0
4043,es, Nueva York,Glasgow,0.0,0
4043,fr, New York,Glasgow,0.0,0
4043,ar, لندن,غلاسكو,0.0,0
4043,he, לוס אנ,גלאזגו,0.0,0
4043,ru, Лос-Анд,Глазго,0.0,0
5755,en, 1981,1983,0.0,0
5755,it, 1981,1983,0.0,0
5755,es, 1981,1983,0.0,0
5755,fr, 1981,1983,0.0,0
5755,ar, 1753,1983,0.0,0
5755,he, 1784,1983,0.0,0
5755,ru, 1784,1983,0.0,0
8536,en, 1784,1911,0.0,0
8536,it, 1784,1911,0.0,0
8536,es, 1784,1911,0.0,0
8536,fr, 1830,1911,0.0,0
8536,ar, 1771,1911,0.0,0
8536,he, 1784,1911,0.0,0
8536,ru, 1784,1911,0.0,0
5941,en, 1987,1970,0.0,0
5941,it, 1965,1970,0.0,0
5941,es, 1943,1970,0.0,0
5941,fr, 1943,1970,0.0,0
5941,ar, 1946,1970,0.0,0
5941,he, 1784,1970,0.0,0
5941,ru, 1784,1970,0.0,0
4271,en, New York,Toronto,0.0,0
4271,it, New York,Toronto,0.0,0
4271,es, Nueva York,Toronto,0.0,0
4271,fr, New York,Toronto,0.0,0
4271,ar, نيويورك,تورونتو,0.0,0
4271,he, לוס אנ,טורונטו,0.0,0
4271,ru, Лондон,Торонто,0.0,0
10734,en, 1987,1976,0.0,0
10734,it, 2000,1976,0.0,0
10734,es, 1987,1976,0.0,0
10734,fr, 1986,1976,0.0,0
10734,ar, 1928,1976,0.0,0
10734,he, דרך,1976,0.0,0
10734,ru, 1787,1976,0.0,0
3449,en, Abidjan,Abidjan,1.0,1
3449,it, Abidjan,Abidjan,1.0,1
3449,es, Abidjan,Abiyán,0.0,0
3449,fr, Abidjan,Abidjan,1.0,1
3449,ar, موناكو,أبيدجان,0.0,0
3449,he, לוס אנ,אביג'אן,0.0,0
3449,ru, Лондон,Абиджан,0.0,0
11268,en, Asia,Asia,1.0,1
11268,it, Himalaya,Asia,0.0,0
11268,es, Antártida,Asia,0.0,0
11268,fr, Himalaya,Asie,0.0,0
11268,ar, القارة القطبية الجنوبية,آسيا,0.0,0
11268,he, אנטאר,אסיה,0.0,0
11268,ru, Антаркти,Азия,0.0,0
4763,en, London,Toronto,0.0,0
4763,it, New York,Toronto,0.0,0
4763,es, Nueva York,Toronto,0.0,0
4763,fr, New York,Toronto,0.0,0
4763,ar, نيويورك,تورونتو,0.0,0
4763,he, לוס אנ,טורונטו,0.0,0
4763,ru, Лос-Анд,Торонто,0.0,0
3598,en, New York,Caracas,0.0,0
3598,it, Caracas,Caracas,1.0,1
3598,es, Nueva York,Caracas,0.0,0
3598,fr, New York,Caracas,0.0,0
3598,ar, نيويورك,كاراكاس,0.0,0
3598,he, לוס אנ,קראקס,0.0,0
3598,ru, Лондон,Каракас,0.0,0
11862,en, Santiago Calatrava,Jean-Baptiste Bethune,0.0,0
11862,it, Renzo Piano,Jean-Baptiste Bethune,0.0,0
11862,es, Norman Foster,Jean-Baptiste Bethune,0.0,0
11862,fr, Victor Horta,Jean-Baptiste Bethune,0.0,0
11862,ar, جوناثان هوب,جان-بابتيست بيثيون,0.0,0
11854,en, Renzo Piano,Baldassarre Longhena,0.0,0
11854,it, Renzo Piano,Baldassare Longhena,0.0,0
11854,es, Renzo Piano,Baltasar Longhena,0.0,0
11854,fr, Renzo Piano,Baldassare Longhena,0.0,0
11854,he, רומר,באלדאסארה לונגנה,0.0,0
11854,ru, Андрей С,Бальдассаре Лонгена,0.0,0
8725,en, 1928,1957,0.0,0
8725,it, 1930,1957,0.0,0
8725,es, 1928,1957,0.0,0
8725,fr, 1692,1957,0.0,0
8725,ar, 1766,1957,0.0,0
8725,he, 1784,1957,0.0,0
8725,ru, 1771,1957,0.0,0
5794,en, 1962,1975,0.0,0
5794,it, 1784,1975,0.0,0
5794,es, 1949,1975,0.0,0
5794,fr, 1784,1975,0.0,0
5794,ar, 1942,1975,0.0,0
5794,he, 1784,1975,0.0,0
5794,ru, 1957,1975,0.0,0
2720,en, London,London,1.0,1
2720,it, New York,Londra,0.0,0
2720,es, Nueva York,Londres,0.0,0
2720,fr, Londres,Londres,1.0,1
2720,ar, لندن,لندن,1.0,1
2720,he, לוס אנ,לונדון,0.0,0
2720,ru, Лондон,Лондон,1.0,1
4012,en, New York,Cairo,0.0,0
4012,it, New York,Il Cairo,0.0,0
4012,es, Nueva York,El Cairo,0.0,0
4012,fr, New York,Le Caire,0.0,0
4012,ar, نيويورك,القاهرة,0.0,0
4012,he, לוס אנ,קהיר,0.0,0
4012,ru, Лондон,Каир,0.0,0
4959,en, New York,Toronto,0.0,0
4959,it, New York,Toronto,0.0,0
4959,es, Nueva York,Toronto,0.0,0
4959,fr, New York,Toronto,0.0,0
4959,ar, نيويورك,تورونتو,0.0,0
4959,he, לוס אנ,טורונטו,0.0,0
4959,ru, Лос-Анд,Торонто,0.0,0
1910,en, Berlin,Bern,0.0,0
1910,it, Berlin,Berna,0.0,0
1910,es, Berlín,Berna,0.0,0
1910,fr, Berlin,Berne,0.0,0
1910,ar, نيويورك,برن,0.0,0
1910,he, לוס אנ,ברן,0.0,0
1910,ru, Лос-Анд,Берн,0.0,0
8028,en, 1967,1975,0.0,0
8028,it, 1965,1975,0.0,0
8028,es, 1979,1975,0.0,0
8028,fr, 1963,1975,0.0,0
8028,ar, 1784,1975,0.0,0
8028,he, 1784,1975,0.0,0
8028,ru, 1771,1975,0.0,0
5319,en, New York,Oxford,0.0,0
5319,it, New York,Oxford,0.0,0
5319,es, Nueva York,Oxford,0.0,0
5319,fr, New York,Oxford,0.0,0
5319,ar, لندن,أكسفورد,0.0,0
5319,he, לוס אנ,אוקספורד,0.0,0
5319,ru, Лондон,Оксфорд,0.0,0
4157,en, New York,Canterbury,0.0,0
4157,it, New York,Canterbury,0.0,0
4157,es, Nueva York,Canterbury,0.0,0
4157,fr, New York,Canterbury,0.0,0
4157,ar, لندن,كانتربيري,0.0,0
4157,he, לוס אנ,קנטרברי,0.0,0
4157,ru, Лос-Анд,Кентербери,0.0,0
1147,en, Jerusalem,Jerusalem,1.0,1
1147,it, New York,Gerusalemme,0.0,0
1147,es, Ramallah,Jerusalén,0.0,0
1147,fr, Ramallah,Jérusalem,0.0,0
1147,ar, رام الله,القدس,0.0,0
1147,he, לוס אנ,ירושלים,0.0,0
1147,ru, Лондон,Иерусалим,0.0,0
3198,en, New York,London,0.0,0
3198,it, New York,Londra,0.0,0
3198,es, Nueva York,Londres,0.0,0
3198,fr, New York,Londres,0.0,0
3198,ar, نيويورك,لندن,0.0,0
3198,he, לוס אנ,לונדון,0.0,0
3198,ru, Льюис,Лондон,0.0,0
8059,en, 1946,1911,0.0,0
8059,it, 1781,1911,0.0,0
8059,es, 1943,1911,0.0,0
8059,fr, 1957,1911,0.0,0
8059,ar, 1942,1911,0.0,0
8059,he, 1784,1911,0.0,0
8059,ru, 1771,1911,0.0,0
2456,en, London,London,1.0,1
2456,it, New York,Londra,0.0,0
2456,es, Londres,Londres,1.0,1
2456,fr, Londres,Londres,1.0,1
2456,ar, لندن,لندن,1.0,1
2456,he, לוס אנ,לונדון,0.0,0
2456,ru, Лондон,Лондон,1.0,1
11739,en, William Van Alen,Othmar Ammann,0.0,0
11739,it, Norman Foster,Othmar Ammann,0.0,0
11739,es, Norman Foster,Othmar Ammann,0.0,0
11739,fr, I,Othmar Ammann,0.0,0
11739,ar, روبرت هوبكن,أوثمار أمان,0.0,0
11739,he, רומר,אות'מאר אמאן,0.0,0
5530,en, 1784,1877,0.0,0
5530,it, 1723,1877,0.0,0
5530,es, 1784,1877,0.0,0
5530,fr, 1692,1877,0.0,0
5530,ar, 1735,1877,0.0,0
5530,he, 1784,1877,0.0,0
5530,ru, 1771,1877,0.0,0
621,en, New York,Los Angeles,0.0,0
621,it, New York,Los Angeles,0.0,0
621,es, Nueva York,Los Ángeles,0.0,0
621,fr, New York,Los Angeles,0.0,0
621,ar, نيويورك,لوس أنجلوس,0.0,0
621,he, לוס אנ,לוס אנג'לס,0.5,0
621,ru, Лос-Анд,Лос-Анджелес,0.0,0
2607,en, London,London,1.0,1
2607,it, New York,Londra,0.0,0
2607,es, Londres,Londres,1.0,1
2607,fr, Londres,Londres,1.0,1
2607,ar, لندن,لندن,1.0,1
2607,he, לוס אנ,לונדון,0.0,0
2607,ru, Лондон,Лондон,1.0,1
3794,en, New York,Glasgow,0.0,0
3794,it, New York,Glasgow,0.0,0
3794,es, Nueva York,Glasgow,0.0,0
3794,fr, New York,Glasgow,0.0,0
3794,ar, لندن,غلاسكو,0.0,0
3794,he, לוס אנ,גלאזגו,0.0,0
3794,ru, Лос-Анд,Глазго,0.0,0
8983,en, 1928,1985,0.0,0
8983,it, 1928,1985,0.0,0
8983,es, 1928,1985,0.0,0
8983,fr, 1986,1985,0.0,0
8983,ar, 1928,1985,0.0,0
8983,he,ודיסי�,1985,0.0,0
8983,ru, 1928,1985,0.0,0
6546,en, 1928,1949,0.0,0
6546,it, 1784,1949,0.0,0
6546,es, 1928,1949,0.0,0
6546,fr, 1784,1949,0.0,0
6546,ar, 1779,1949,0.0,0
6546,he, 1784,1949,0.0,0
6546,ru, 1784,1949,0.0,0
11427,en, Frank Gehry,Friedrich August Stüler,0.0,0
11427,it, Renzo Piano,Friedrich August Stüler,0.0,0
11427,es, Frank Gehry,Frederico Augusto Stüler,0.0,0
11427,fr, Ludwig Mies van der,Friedrich August Stüler,0.0,0
11427,he, רומב,פרידריך אוגוסט שטילר,0.0,0
11427,ru, Сантьяго,Фридрих Август Штюлер,0.0,0
5999,en, 1612,1940,0.0,0
5999,it, 1599,1940,0.0,0
5999,es, 1611,1940,0.0,0
5999,fr, 1613,1940,0.0,0
5999,ar, 1753,1940,0.0,0
5999,he, 1784,1940,0.0,0
5999,ru, 1784,1940,0.0,0
3314,en, New York,London,0.0,0
3314,it, New York,Londra,0.0,0
3314,es, Nueva York,Londres,0.0,0
3314,fr, New York,Londres,0.0,0
3314,ar, نيويورك,لندن,0.0,0
3314,he, לוס אנ,לונדון,0.0,0
3314,ru, Лондон,Лондон,1.0,1
10309,en, 1928,1948,0.0,0
10309,it, 1928,1948,0.0,0
10309,es, 1928,1948,0.0,0
10309,fr, 1962,1948,0.0,0
10309,ar, 1928,1948,0.0,0
10309,he, בראון,1948,0.0,0
10309,ru, 1928,1948,0.0,0
3501,en, New York,London,0.0,0
3501,it, New York,Londra,0.0,0
3501,es, Nueva York,Londres,0.0,0
3501,fr, New York,Londres,0.0,0
3501,ar, لندن,لندن,1.0,1
3501,he, לוס אנ,לונדון,0.0,0
3501,ru, Лондон,Лондон,1.0,1
3547,en, London,London,1.0,1
3547,it, New York,Londra,0.0,0
3547,es, Nueva York,Londres,0.0,0
3547,fr, Londres,Londres,1.0,1
3547,ar, لندن,لندن,1.0,1
3547,he, לוס אנ,לונדון,0.0,0
3547,ru, Лос-Анд,Лондон,0.0,0
3574,en, Paris,Liège,0.0,0
3574,it, Paris,Liegi,0.0,0
3574,es, París,Lieja,0.0,0
3574,fr, Paris,Liège,0.0,0
3574,ar, لندن,لييج,0.0,0
3574,he, לוס אנ,לייז',0.0,0
3574,ru, Лондон,Льеж,0.0,0
6565,en, 1993,1988,0.0,0
6565,it, 1778,1988,0.0,0
6565,es, 1992,1988,0.0,0
6565,fr, 1784,1988,0.0,0
6565,ar, 1769,1988,0.0,0
6565,he, 1784,1988,0.0,0
6565,ru, 1784,1988,0.0,0
12493,en, basketball,association football,0.0,0
12493,it, calcio,calcio,1.0,1
12493,es, fútbol,fútbol,1.0,1
12493,fr, football,football,1.0,1
12493,ar, كرة السلة,كرة القدم,0.5,0
12493,he, כדורגל,כדורגל,1.0,1
12493,ru, футбол,футбол,1.0,1
1470,en, New York,Jerusalem,0.0,0
1470,it, Tel Aviv,Gerusalemme,0.0,0
1470,es, Nueva York,Jerusalén,0.0,0
1470,fr, Montréal,Jérusalem,0.0,0
1470,ar, نيويورك,القدس,0.0,0
1470,he, לוס אנ,ירושלים,0.0,0
1470,ru, Лондон,Иерусалим,0.0,0
11670,en, Zaha Hadid,Edmund von Trompowsky,0.0,0
11670,it, Rem Koolhaas,Edmund von Trompowsky,0.0,0
11670,es, Zaha Hadid,Edmund von Trompowsky,0.0,0
11670,fr, Zaha Hadid,Edmund von Trompowsky,0.0,0
11670,he, רואה,אדמונד טרומפובסקי,0.0,0
11670,ru, Андрей С,"Тромповский, Эдмунд фон",0.0,0
8655,en, 1784,1944,0.0,0
8655,it, 1592,1944,0.0,0
8655,es, 1620,1944,0.0,0
8655,fr, 1692,1944,0.0,0
8655,ar, 1764,1944,0.0,0
8655,he, 1784,1944,0.0,0
8655,ru, 1784,1944,0.0,0
4024,en, London,Cairo,0.0,0
4024,it," Alexandria, Virginia",Il Cairo,0.0,0
4024,es, Nueva York,El Cairo,0.0,0
4024,fr, Beyrouth,Le Caire,0.0,0
4024,ar, الإسكندرية,القاهرة,0.0,0
4024,he, לוס אנ,קהיר,0.0,0
4024,ru, Лондон,Каир,0.0,0
8530,en, 1784,1936,0.0,0
8530,it, 1784,1936,0.0,0
8530,es, 1784,1936,0.0,0
8530,fr, 1784,1936,0.0,0
8530,ar, 1771,1936,0.0,0
8530,he, 1784,1936,0.0,0
8530,ru, 1771,1936,0.0,0
9644,en, 1943,1989,0.0,0
